The	x
Foundation	n
has	v
recently	r
been	v
involved	v
in	x
organising	v
a	x
conference	n
which	x
dealt	v
with	x
this	x
critical	a
challenge	n
.	x
Over	x
100	x
participants	n
from	x
the	x
main	a
interest	n
groups	n
attended	v
and	x
debated	v
issues	n
such	r
as	r
the	x
role	n
of	x
key	a
actors	n
including	v
public	a
authorities	n
,	x
social	a
partners	n
,	x
voluntary	a
and	x
community	n
organisations	n
as	r
well	r
as	x
service	n
users	n
.	x
There	x
were	v
relatively	r
few	a
cases	n
reported	v
of	x
attempts	n
to	x
involve	v
users	n
in	x
service	n
planning	n
but	x
their	x
involvement	n
in	x
service	n
provision	n
was	v
found	v
to	x
be	v
more	r
common	a
.	x
Note	n
was	v
also	r
taken	v
of	x
the	x
variety	n
of	x
different	a
roles	n
played	v
by	x
public	a
welfare	n
The	x
Foundation	n
organised	n
,	x
together	r
with	x
the	x
European	a
Commission	n
,	x
the	x
Spanish	a
Ministry	n
of	x
Social	a
Affairs	n
and	x
the	x
Galician	a
regional	a
government	n
,	x
a	x
European	a
conference	n
on	x
social	a
exclusion	n
:	x
a	x
major	a
challenge	n
for	x
public	a
welfare	n
services	n
.	x
The	x
Foundation	n
recently	r
published	v
a	x
comparative	a
study	n
as	x
part	n
of	x
the	x
EPOC	n
project	n
which	x
assesses	v
the	x
extent	n
to	x
which	x
direct	a
participation	n
can	x
humanise	v
work	n
while	x
increasing	v
profitability	n
.	x
The	x
study	n
is	v
based	v
on	x
195	x
personal	a
interviews	n
with	x
senior	a
officials	n
of	x
the	x
social	a
partners	n
as	x
representatives	n
of	x
national	a
level	n
peak	n
organisations	n
in	x
fifteen	a
European	a
countries	n
.	x
As	x
important	a
industrial	a
sectors	n
,	x
the	x
metal	n
industry	n
and	x
the	x
banking	n
sector	n
were	v
also	r
included	v
.	x
Key	n
speakers	n
at	x
the	x
social	a
exclusion	n
conference	n
were	v
(	x
left	n
to	x
right	n
)	x
Cristina	n
Louro	n
,	x
Employment	n
,	x
Industrial	a
Relations	n
and	x
Social	a
Affairs	n
Directorate	n
,	x
European	a
Commission	n
Fernando	n
Gomes	n
,	x
a	x
high	a
degree	n
of	x
Committee	n
of	x
the	x
Regions	n
Barbara	n
Weiler	n
,	x
Member	n
of	x
the	x
European	a
Parliament	n
José	n
Maria	n
Gil-Robles	n
,	x
Vice-President	n
,	x
European	a
Parliament	n
and	n
John	n
Carroll	n
,	x
Economic	a
and	x
Social	a
Committee	n
.	x
Case	n
Studies	n
Each	x
national	a
report	n
contains	v
a	x
portfolio	n
of	x
between	x
25	x
and	x
30	x
initiatives	n
which	x
best	a
present	v
policies	n
and	x
practices	n
to	x
improve	v
the	x
recruitment	n
,	x
training	n
and	x
development	n
of	x
ageing	v
workers	n
in	x
both	x
the	x
work	n
place	n
and	x
the	x
community	n
.	x
For	x
each	x
country	n
,	x
two	x
or	x
three	x
initiatives	n
have	v
been	v
selected	v
for	x
further	a
in	x
depth	n
case	n
study	n
.	x
These	x
case	n
studies	n
analysed	v
the	x
background	n
of	x
the	x
initiatives	n
,	x
their	x
impact	n
on	x
employment	n
patterns	n
and	x
work	n
organisations	n
and	x
assessed	v
the	x
benefits	n
and	x
problems	n
of	x
the	x
initiative	n
.	x
Visits	n
and	x
interviews	n
with	x
key	a
personnel	n
were	v
also	r
undertaken	v
.	x
These	x
national	a
studies	n
will	x
form	v
the	x
basis	n
of	x
a	x
European	a
report	n
which	x
synthesises	v
overall	a
practices	n
.	x
The	x
report	n
and	x
a	x
case	n
book	n
of	x
initiatives	n
will	x
be	v
published	v
in	x
1996	x
and	x
provide	v
the	x
backdrop	n
for	x
a	x
conference	n
to	x
be	v
staged	v
in	x
Autumn	n
,	x
1996	x
.	x
The	x
Foundation	n
aims	v
to	x
document	v
the	x
characteristics	n
of	x
age	n
barriers	n
in	x
job	n
recruitment	n
and	x
training	n
and	x
to	x
analyse	v
their	x
causes	n
.	x
The	x
perspectives	n
of	x
the	x
social	a
partners	n
is	v
also	r
being	v
examined	v
,	x
with	x
particular	a
attention	n
paid	v
to	x
proposals	n
for	x
removing	v
age	n
barriers	n
.	x
Thirdly	r
,	x
the	x
project	n
documents	n
and	x
assesses	v
initiatives	n
,	x
in	x
both	x
the	x
public	a
and	x
private	a
sectors	n
which	x
combat	n
age	n
barriers	n
,	x
especially	r
for	x
older	a
workers	n
.	x
Seeking	v
alternatives	n
to	x
early	a
retirement	n
and	x
redundancy	n
,	x
the	x
project	n
is	v
primarily	r
concerned	v
with	x
the	x
retention	n
,	x
reintegration	v
and	x
retraining	v
of	x
older	a
workers	n
.	x
The	x
gender	n
and	x
ethnic	a
backgrounds	n
of	x
workers	n
and	x
how	x
these	x
relate	v
to	x
age	n
discrimination	n
are	v
examined	v
.	x
The	x
project	n
also	r
considers	v
initiatives	n
to	x
combat	v
age	n
discrimination	n
in	x
rural	a
areas	n
and	x
in	x
small	a
and	x
medium	a
sized	a
enterprises	n
.	x
Seven	x
member	n
states	n
are	v
covered	v
by	x
the	x
project	n
:	x
Belgium	n
,	x
France	n
,	x
Germany	n
,	x
Greece	n
,	x
Italy	n
,	x
the	x
Netherlands	n
and	x
the	x
United	a
Kingdom	n
.	x
